자치구,행정동,만0~2세_인구수,만3~5세_인구수,만0~2세_국공립,만0~2세_가정,만0~2세_민간,만0~2세_기타,만3~5세_국공립,만3~5세_가정,만3~5세_민간,만3~5세_기타,만3~5세_유치원,만0~2세_어린이집,만3~5세_어린이집,만0~2세_가정보육,만3~5세_가정보육,만0~2세_어린이집_이용률,만0~2세_국공립_이용률,만0~2세_가정_이용률,만0~2세_민간_이용률,만0~2세_기타_이용률,만3~5세_어린이집_이용률,만3~5세_국공립_이용률,만3~5세_가정_이용률,만3~5세_민간_이용률,만3~5세_기타_이용률,만3~5세_유치원_이용률,만0~2세_추가이용_희망아동수,만3~5세_추가이용_희망아동수,만0~2세_미충족_보육수요,만3~5세_미충족_보육수요,만0~2세_전체_보육수요,만3~5세_전체_보육수요,만0~2세_국공립_희망아동수,만3~5세_국공립_희망아동수,만0~2세_국공립_미충족_보육수요,만3~5세_국공립_미충족_보육수요,만0~2세_국공립_보육수요,만3~5세_국공립_보육수요
강남구,삼성2동,463,689,103,49,108,58,37,0,150,67,76,318,254,145,359,0.6868250539956804,0.2224622030237581,0.1058315334773218,0.2332613390928725,0.1252699784017278,0.3686502177068215,0.0537010159651669,0.0,0.2177068214804063,0.0972423802612481,0.1103047895500725,17.255,62.702,0.037267818574514035,0.0910043541364296,0.7240928725701944,0.4596545718432511,131.015,139.895,0.28296976241900645,0.20304063860667634,0.5054319654427646,0.2567416545718432
강남구,세곡동,837,1144,318,159,84,29,322,0,17,12,479,590,351,247,314,0.7048984468339307,0.3799283154121863,0.1899641577060931,0.1003584229390681,0.034647550776583,0.3068181818181818,0.2814685314685314,0.0,0.0148601398601398,0.0104895104895104,0.4187062937062937,29.392999999999997,63.918000000000006,0.03511708482676224,0.05587237762237763,0.7400155316606929,0.36269055944055945,209.795,112.56500000000003,0.2506511350059737,0.09839597902097905,0.63057945041816,0.3798645104895104
강남구,수서동,243,212,100,31,66,25,61,0,45,27,576,222,133,21,0,0.9135802469135802,0.411522633744856,0.1275720164609053,0.2716049382716049,0.102880658436214,0.6273584905660378,0.2877358490566037,0.0,0.2122641509433962,0.1273584905660377,1.0,2.4989999999999997,12.671999999999999,0.01028395061728395,0.05977358490566037,0.9238641975308641,0.6871320754716981,31.876999999999995,11.232,0.1311810699588477,0.05298113207547169,0.5427037037037037,0.3407169811320754
강남구,신사동,182,318,100,1,34,0,98,0,0,0,86,135,98,47,134,0.7417582417582418,0.5494505494505495,0.0054945054945054,0.1868131868131868,0.0,0.3081761006289308,0.3081761006289308,0.0,0.0,0.0,0.270440251572327,5.593,24.672,0.03073076923076923,0.07758490566037736,0.772489010989011,0.38576100628930815,37.541,45.932,0.20626923076923076,0.14444025157232704,0.7557197802197803,0.45261635220125784
강남구,압구정동,438,630,112,12,0,28,60,0,0,38,84,152,98,286,448,0.3470319634703196,0.2557077625570776,0.0273972602739726,0.0,0.0639269406392694,0.1555555555555555,0.0952380952380952,0.0,0.0,0.0603174603174603,0.1333333333333333,34.034,78.00800000000001,0.07770319634703196,0.12382222222222224,0.42473515981735155,0.2793777777777777,203.878,154.924,0.46547488584474883,0.2459111111111111,0.7211826484018264,0.3411492063492063
강남구,역삼1동,294,333,27,16,32,109,23,0,71,75,34,184,169,110,130,0.6258503401360545,0.0918367346938775,0.0544217687074829,0.1088435374149659,0.3707482993197279,0.5075075075075075,0.069069069069069,0.0,0.2132132132132132,0.2252252252252252,0.1021021021021021,13.09,22.848000000000003,0.04452380952380952,0.06861261261261262,0.670374149659864,0.5761201201201201,98.52399999999999,56.38,0.3351156462585034,0.16930930930930932,0.42695238095238086,0.23837837837837833
강남구,역삼2동,599,709,62,12,133,15,103,0,5,13,86,222,121,377,502,0.3706176961602671,0.1035058430717863,0.020033388981636,0.2220367278797996,0.025041736227045,0.1706629055007052,0.1452750352609308,0.0,0.007052186177715,0.0183356840620592,0.1212976022566995,44.863,87.232,0.07489649415692821,0.12303526093088857,0.4455141903171953,0.29369816643159374,283.981,171.46,0.47409181969949915,0.24183356840620593,0.5775976627712854,0.38710860366713673
강남구,일원1동,172,233,55,15,63,43,43,0,84,9,52,176,136,0,45,1.0,0.3197674418604651,0.0872093023255814,0.3662790697674418,0.25,0.5836909871244635,0.1845493562231759,0.0,0.3605150214592275,0.03862660944206,0.223175965665236,0.0,8.794,0.0,0.037742489270386266,1.0,0.6214334763948498,17.182,23.445,0.0998953488372093,0.10062231759656652,0.41966279069767437,0.2851716738197424
강남구,일원2동,300,378,91,28,33,16,97,0,0,31,173,168,128,132,77,0.56,0.3033333333333333,0.0933333333333333,0.11,0.0533333333333333,0.3386243386243386,0.2566137566137566,0.0,0.0,0.082010582010582,0.4576719576719577,15.707999999999998,16.896,0.05236,0.0446984126984127,0.61236,0.3833227513227513,102.41,30.11,0.34136666666666665,0.07965608465608466,0.6446999999999999,0.3362698412698413
강남구,일원본동,349,604,125,52,77,65,112,0,71,125,244,319,308,30,52,0.9140401146131804,0.3581661891117478,0.1489971346704871,0.2206303724928366,0.1862464183381088,0.5099337748344371,0.1854304635761589,0.0,0.1175496688741721,0.2069536423841059,0.4039735099337748,3.57,14.207999999999998,0.010229226361031518,0.023523178807947017,0.9242693409742119,0.5334569536423841,48.337999999999994,36.184,0.13850429799426933,0.059907284768211916,0.49667048710601713,0.2453377483443708
강남구,청담동,443,688,95,0,39,26,86,0,11,22,232,160,119,283,337,0.3611738148984199,0.2144469525959368,0.0,0.0880361173814898,0.0586907449209932,0.1729651162790697,0.125,0.0,0.0159883720930232,0.0319767441860465,0.3372093023255814,33.677,62.394000000000005,0.07602031602708803,0.0906889534883721,0.4371941309255079,0.2636540697674418,205.349,118.429,0.4635417607223476,0.17213517441860465,0.6779887133182844,0.29713517441860465
강동구,강일동,741,874,307,239,124,0,284,0,18,0,609,670,302,71,0,0.9041835357624832,0.4143049932523617,0.3225371120107962,0.1673414304993252,0.0,0.3455377574370709,0.3249427917620137,0.0,0.0205949656750572,0.0,0.6967963386727689,8.449,13.398,0.011402159244264506,0.015329519450800915,0.9155856950067477,0.3608672768878718,100.749,6.993,0.13596356275303642,0.008001144164759725,0.5502685560053981,0.3329439359267734
강동구,고덕1동,534,864,93,93,81,0,191,0,49,0,239,267,240,267,385,0.5,0.1741573033707865,0.1741573033707865,0.1516853932584269,0.0,0.2777777777777778,0.2210648148148148,0.0,0.0567129629629629,0.0,0.2766203703703703,31.773,70.708,0.0595,0.08183796296296296,0.5595,0.35961574074074076,209.73899999999998,136.01200000000003,0.3927696629213483,0.15742129629629634,0.5669269662921348,0.37848611111111113
강동구,고덕2동,612,830,136,74,72,0,202,0,52,0,148,282,254,330,428,0.4607843137254901,0.2222222222222222,0.1209150326797385,0.1176470588235294,0.0,0.3060240963855422,0.2433734939759036,0.0,0.0626506024096385,0.0,0.1783132530120482,39.269999999999996,76.016,0.06416666666666666,0.0915855421686747,0.5249509803921568,0.3976096385542169,249.42199999999997,149.936,0.4075522875816993,0.18064578313253013,0.6297745098039216,0.42401927710843373
강동구,길동,657,795,107,14,182,14,80,0,313,52,455,317,445,340,0,0.4824961948249619,0.1628614916286149,0.0213089802130898,0.2770167427701674,0.0213089802130898,0.559748427672956,0.10062893081761,0.0,0.3937106918238994,0.0654088050314465,0.5723270440251572,40.46,10.01,0.06158295281582953,0.01259119496855346,0.5440791476407915,0.5723396226415094,265.44,34.755,0.40401826484018266,0.04371698113207548,0.5668797564687975,0.1443459119496855
