,행정동코드,시도명,시군구명,읍면동명,법정동코드,동리명
888,1135000000,서울특별시,노원구,-,1135091700,상계7동
889,1135051000,서울특별시,노원구,도봉제1동,1135010700,도봉동
890,1135052000,서울특별시,노원구,도봉제2동,1135010700,도봉동
891,1135053000,서울특별시,노원구,창제1동,1135010100,창동
892,1135054000,서울특별시,노원구,창제2동,1135010100,창동
893,1135055000,서울특별시,노원구,창제3동,1135010100,창동
894,1135056000,서울특별시,노원구,월계1동,1135010200,월계동
895,1135057000,서울특별시,노원구,월계2동,1135010200,월계동
896,1135057500,서울특별시,노원구,월계제2동분소,1135010200,월계동
897,1135058000,서울특별시,노원구,월계3동,1135010200,월계동
898,1135058100,서울특별시,노원구,월계4동,1135010200,월계동
899,1135059000,서울특별시,노원구,공릉제1동,1135010300,공릉동
900,1135059100,서울특별시,노원구,공릉제1동분소,1135010300,공릉동
901,1135059500,서울특별시,노원구,공릉1동,1135010300,공릉동
902,1135060000,서울특별시,노원구,공릉2동,1135010300,공릉동
903,1135060100,서울특별시,노원구,공릉제3동,1135010300,공릉동
904,1135060500,서울특별시,노원구,공릉1.3동,1135010300,공릉동
905,1135061000,서울특별시,노원구,하계동,1135010400,하계동
906,1135061100,서울특별시,노원구,하계1동,1135010400,하계동
907,1135061200,서울특별시,노원구,하계2동,1135010400,하계동
908,1135061900,서울특별시,노원구,중계본동,1135010600,중계동
909,1135062000,서울특별시,노원구,중계동,1135010600,중계동
910,1135062100,서울특별시,노원구,중계1동,1135010600,중계동
911,1135062200,서울특별시,노원구,중계2동,1135010600,중계동
912,1135062300,서울특별시,노원구,중계3동,1135010600,중계동
913,1135062400,서울특별시,노원구,중계4동,1135010500,상계동
914,1135062400,서울특별시,노원구,중계4동,1135010600,중계동
915,1135062500,서울특별시,노원구,중계2.3동,1135010600,중계동
916,1135063000,서울특별시,노원구,상계1동,1135010500,상계동
917,1135063500,서울특별시,노원구,상계제1동분소,1135000000,노원구
918,1135064000,서울특별시,노원구,상계2동,1135010500,상계동
919,1135065000,서울특별시,노원구,상계제3동,1135010500,상계동
920,1135066000,서울특별시,노원구,상계제4동,1135010500,상계동
921,1135066500,서울특별시,노원구,상계3.4동,1135010500,상계동
922,1135067000,서울특별시,노원구,상계5동,1135010500,상계동
923,1135068000,서울특별시,노원구,상계제6동,1135010500,상계동
924,1135069000,서울특별시,노원구,상계제7동,1135010500,상계동
925,1135069500,서울특별시,노원구,상계6.7동,1135010500,상계동
926,1135070000,서울특별시,노원구,상계8동,1135010500,상계동
927,1135071000,서울특별시,노원구,상계9동,1135010500,상계동
928,1135072000,서울특별시,노원구,상계10동,1135010500,상계동
929,1138000000,서울특별시,은평구,-,1138000000,은평구
930,1138000000,서울특별시,은평구,-,1138090100,불광1동
931,1138000000,서울특별시,은평구,-,1138090200,불광2동
932,1138000000,서울특별시,은평구,-,1138090300,불광3동
933,1138000000,서울특별시,은평구,-,1138090400,응암1동
934,1138000000,서울특별시,은평구,-,1138090500,응암2동
935,1138000000,서울특별시,은평구,-,1138090600,응암3동
936,1138000000,서울특별시,은평구,-,1138090700,역촌1동
937,1138000000,서울특별시,은평구,-,1138090800,역촌2동
938,1138000000,서울특별시,은평구,-,1138090900,응암4동
939,1138051000,서울특별시,은평구,녹번동,1138010200,녹번동
940,1138052000,서울특별시,은평구,불광제1동,1138010300,불광동
941,1138053000,서울특별시,은평구,불광제2동,1138010300,불광동
942,1138054000,서울특별시,은평구,불광제3동,1138010300,불광동
943,1138055000,서울특별시,은평구,갈현동,1138010400,갈현동
944,1138055100,서울특별시,은평구,갈현제1동,1138010400,갈현동
945,1138055200,서울특별시,은평구,갈현제2동,1138010400,갈현동
946,1138056000,서울특별시,은평구,구산동,1138010400,갈현동
947,1138056000,서울특별시,은평구,구산동,1138010500,구산동
948,1138057000,서울특별시,은평구,대조동,1138010600,대조동
949,1138058000,서울특별시,은평구,응암제1동,1138010700,응암동
950,1138059000,서울특별시,은평구,응암제2동,1138010700,응암동
951,1138060000,서울특별시,은평구,응암제3동,1138010700,응암동
952,1138061000,서울특별시,은평구,역촌제1동,1138010800,역촌동
953,1138062000,서울특별시,은평구,역촌제2동,1138010800,역촌동
954,1138062500,서울특별시,은평구,역촌동,1138010800,역촌동
955,1138063000,서울특별시,은평구,신사동,1138010900,신사동
956,1138063100,서울특별시,은평구,신사제1동,1138010900,신사동
957,1138063200,서울특별시,은평구,신사제2동,1138010900,신사동
958,1138064000,서울특별시,은평구,증산동,1138010900,신사동
959,1138064000,서울특별시,은평구,증산동,1138011000,증산동
960,1138065000,서울특별시,은평구,수색동,1138010100,수색동
961,1138066000,서울특별시,은평구,진관내동,1138011100,진관내동
962,1138066000,서울특별시,은평구,진관내동,1138011200,구파발동
963,1138067000,서울특별시,은평구,진관외동,1138011300,진관외동
964,1138068000,서울특별시,은평구,응암제4동,1138010700,응암동
965,1138069000,서울특별시,은평구,진관동,1138011400,진관동
966,1141000000,서울특별시,서대문구,-,1141000000,서대문구
967,1141000000,서울특별시,서대문구,-,1141000100,평창동
968,1141000000,서울특별시,서대문구,-,1141000200,구기동
969,1141000000,서울특별시,서대문구,-,1141000300,부암동
970,1141000000,서울특별시,서대문구,-,1141000400,홍지동
971,1141000000,서울특별시,서대문구,-,1141000500,신영동
972,1141000000,서울특별시,서대문구,-,1141000600,행촌동
973,1141000000,서울특별시,서대문구,-,1141000700,송월동
974,1141000000,서울특별시,서대문구,-,1141000800,홍파동
975,1141000000,서울특별시,서대문구,-,1141000900,평동
976,1141000000,서울특별시,서대문구,-,1141001000,교남동
977,1141000000,서울특별시,서대문구,-,1141001100,교북동
978,1141000000,서울특별시,서대문구,-,1141001200,서소문동
979,1141000000,서울특별시,서대문구,-,1141001300,정동
980,1141000000,서울특별시,서대문구,-,1141001400,순화동
981,1141000000,서울특별시,서대문구,-,1141001500,의주로2가
982,1141000000,서울특별시,서대문구,-,1141001600,중림동
983,1141000000,서울특별시,서대문구,-,1141001700,의주로1가
984,1141000000,서울특별시,서대문구,-,1141001800,충정로1가
985,1141000000,서울특별시,서대문구,-,1141001900,노고산동
986,1141000000,서울특별시,서대문구,-,1141002000,만리동1가
987,1141000000,서울특별시,서대문구,-,1141002100,만리동2가
988,1141000000,서울특별시,서대문구,-,1141002200,상암동
989,1141000000,서울특별시,서대문구,-,1141002300,성산동
990,1141000000,서울특별시,서대문구,-,1141002400,수색동
991,1141000000,서울특별시,서대문구,-,1141002500,중동
992,1141000000,서울특별시,서대문구,-,1141002600,녹번동
993,1141000000,서울특별시,서대문구,-,1141002700,불광동
994,1141000000,서울특별시,서대문구,-,1141002800,갈현동
995,1141000000,서울특별시,서대문구,-,1141002900,역촌동
996,1141000000,서울특별시,서대문구,-,1141003000,신사동
997,1141000000,서울특별시,서대문구,-,1141003100,구파발동
998,1141000000,서울특별시,서대문구,-,1141003200,구산동
999,1141000000,서울특별시,서대문구,-,1141003300,진관내동
1000,1141000000,서울특별시,서대문구,-,1141003400,진관외동
1001,1141000000,서울특별시,서대문구,-,1141003500,응암동
1002,1141000000,서울특별시,서대문구,-,1141003600,대조동
1003,1141000000,서울특별시,서대문구,-,1141003700,증산동
1004,1141000000,서울특별시,서대문구,-,1141090100,충정로동
1005,1141000000,서울특별시,서대문구,-,1141090200,북아현1동
1006,1141000000,서울특별시,서대문구,-,1141090300,북아현2동
1007,1141000000,서울특별시,서대문구,-,1141090400,북아현3동
1008,1141000000,서울특별시,서대문구,-,1141090500,연희1동
1009,1141000000,서울특별시,서대문구,-,1141090600,연희2동
1010,1141000000,서울특별시,서대문구,-,1141090700,연희3동
1011,1141000000,서울특별시,서대문구,-,1141090800,홍제1동
1012,1141000000,서울특별시,서대문구,-,1141090900,홍제2동
1013,1141000000,서울특별시,서대문구,-,1141091000,홍제3동
1014,1141000000,서울특별시,서대문구,-,1141091100,홍제4동
1015,1141000000,서울특별시,서대문구,-,1141091200,홍은1동
1016,1141000000,서울특별시,서대문구,-,1141091300,홍은2동
1017,1141000000,서울특별시,서대문구,-,1141091400,홍은3동
1018,1141000000,서울특별시,서대문구,-,1141091500,남가좌1동
1019,1141000000,서울특별시,서대문구,-,1141091600,남가좌2동
1020,1141000000,서울특별시,서대문구,-,1141091700,북가좌1동
1021,1141000000,서울특별시,서대문구,-,1141091800,북가좌1동
1022,1141051000,서울특별시,서대문구,충정로동,1141010100,충정로2가
1023,1141051000,서울특별시,서대문구,충정로동,1141010200,충정로3가
1024,1141051000,서울특별시,서대문구,충정로동,1141010300,합동
1025,1141051000,서울특별시,서대문구,충정로동,1141010400,미근동
1026,1141052000,서울특별시,서대문구,천연동,1141010500,냉천동
1027,1141052000,서울특별시,서대문구,천연동,1141010600,천연동
1028,1141052000,서울특별시,서대문구,천연동,1141010700,옥천동
1029,1141052000,서울특별시,서대문구,천연동,1141010800,영천동
1030,1141052000,서울특별시,서대문구,천연동,1141010900,현저동
1031,1141053000,서울특별시,서대문구,현저동,1141010900,현저동
1032,1141054000,서울특별시,서대문구,북아현제1동,1141011000,북아현동
1033,1141055000,서울특별시,서대문구,북아현제2동,1141011000,북아현동
1034,1141055500,서울특별시,서대문구,북아현동,1141011000,북아현동
1035,1141055500,서울특별시,서대문구,북아현동,1141011200,대현동
1036,1141056000,서울특별시,서대문구,북아현제3동,1141011000,북아현동
1037,1141056500,서울특별시,서대문구,충현동,1141010100,충정로2가
1038,1141056500,서울특별시,서대문구,충현동,1141010200,충정로3가
1039,1141056500,서울특별시,서대문구,충현동,1141010300,합동
1040,1141056500,서울특별시,서대문구,충현동,1141010400,미근동
1041,1141056500,서울특별시,서대문구,충현동,1141011000,북아현동
1042,1141057000,서울특별시,서대문구,대신동,1141011200,대현동
1043,1141057000,서울특별시,서대문구,대신동,1141011300,대신동
1044,1141057000,서울특별시,서대문구,대신동,1141011400,신촌동
1045,1141057000,서울특별시,서대문구,대신동,1141011500,봉원동
1046,1141058000,서울특별시,서대문구,창천동,1141011600,창천동
1047,1141058500,서울특별시,서대문구,신촌동,1141011200,대현동
1048,1141058500,서울특별시,서대문구,신촌동,1141011300,대신동
1049,1141058500,서울특별시,서대문구,신촌동,1141011400,신촌동
1050,1141058500,서울특별시,서대문구,신촌동,1141011500,봉원동
1051,1141058500,서울특별시,서대문구,신촌동,1141011600,창천동
1052,1141059000,서울특별시,서대문구,연희제1동,1141011700,연희동
1053,1141060000,서울특별시,서대문구,연희제2동,1141011700,연희동
1054,1141061000,서울특별시,서대문구,연희제3동,1141011700,연희동
1055,1141061500,서울특별시,서대문구,연희동,1141011700,연희동
1056,1141062000,서울특별시,서대문구,홍제제1동,1141011100,홍제동
1057,1141063000,서울특별시,서대문구,홍제제2동,1141011100,홍제동
1058,1141064000,서울특별시,서대문구,홍제제3동,1141011100,홍제동
1059,1141065000,서울특별시,서대문구,홍제제4동,1141011100,홍제동
1060,1141065500,서울특별시,서대문구,홍제제2동,1141011100,홍제동
1061,1141066000,서울특별시,서대문구,홍은제1동,1141011800,홍은동
1062,1141067000,서울특별시,서대문구,홍은제2동,1141011800,홍은동
1063,1141068000,서울특별시,서대문구,홍은제3동,1141011800,홍은동
1064,1141068500,서울특별시,서대문구,홍은제2동,1141011800,홍은동
1065,1141069000,서울특별시,서대문구,남가좌제1동,1141012000,남가좌동
1066,1141070000,서울특별시,서대문구,남가좌제2동,1141012000,남가좌동
1067,1141071000,서울특별시,서대문구,북가좌제1동,1141011900,북가좌동
1068,1141072000,서울특별시,서대문구,북가좌제2동,1141011900,북가좌동
1069,1144000000,서울특별시,마포구,-,1144000000,마포구
1070,1144000000,서울특별시,마포구,-,1144000100,연희동
1071,1144000000,서울특별시,마포구,-,1144000200,남가좌동
1072,1144000000,서울특별시,마포구,-,1144000300,수색동
1073,1144000000,서울특별시,마포구,-,1144000400,율도동
1074,1144000000,서울특별시,마포구,-,1144090100,아현1동
1075,1144000000,서울특별시,마포구,-,1144090200,아현2동
1076,1144000000,서울특별시,마포구,-,1144090300,아현3동
1077,1144000000,서울특별시,마포구,-,1144090400,공덕1동
1078,1144000000,서울특별시,마포구,-,1144090500,공덕2동
1079,1144000000,서울특별시,마포구,-,1144090600,도화1동
1080,1144000000,서울특별시,마포구,-,1144090700,도화2동
1081,1144000000,서울특별시,마포구,-,1144090800,망원1동
1082,1144000000,서울특별시,마포구,-,1144090900,망원2동
1083,1144000000,서울특별시,마포구,-,1144091000,성산1동
1084,1144000000,서울특별시,마포구,-,1144091100,성산2동
1085,1144051000,서울특별시,마포구,아현제1동,1144010100,아현동
1086,1144052000,서울특별시,마포구,아현제2동,1144010100,아현동
1087,1144053000,서울특별시,마포구,아현제3동,1144010100,아현동
1088,1144054000,서울특별시,마포구,공덕제1동,1144010200,공덕동
1089,1144055000,서울특별시,마포구,공덕제2동,1144010200,공덕동
1090,1144055000,서울특별시,마포구,공덕제2동,1144010900,염리동
1091,1144055500,서울특별시,마포구,아현동,1144010100,아현동
1092,1144055500,서울특별시,마포구,아현동,1144010200,공덕동
1093,1144055500,서울특별시,마포구,아현동,1144010900,염리동
1094,1144056000,서울특별시,마포구,신공덕동,1144010200,공덕동
1095,1144056000,서울특별시,마포구,신공덕동,1144010300,신공덕동
1096,1144056000,서울특별시,마포구,신공덕동,1144010400,도화동
1097,1144056500,서울특별시,마포구,공덕동,1144010100,아현동
1098,1144056500,서울특별시,마포구,공덕동,1144010200,공덕동
1099,1144056500,서울특별시,마포구,공덕동,1144010300,신공덕동
1100,1144056500,서울특별시,마포구,공덕동,1144010400,도화동
1101,1144057000,서울특별시,마포구,도화제1동,1144010400,도화동
1102,1144058000,서울특별시,마포구,도화제2동,1144010400,도화동
1103,1144058500,서울특별시,마포구,도화동,1144010400,도화동
1104,1144058500,서울특별시,마포구,도화동,1144010700,마포동
1105,1144059000,서울특별시,마포구,용강동,1144010400,도화동
1106,1144059000,서울특별시,마포구,용강동,1144010500,용강동
1107,1144059000,서울특별시,마포구,용강동,1144010600,토정동
1108,1144059000,서울특별시,마포구,용강동,1144010700,마포동
1109,1144059000,서울특별시,마포구,용강동,1144010800,대흥동
1110,1144059000,서울특별시,마포구,용강동,1144010900,염리동
1111,1144060000,서울특별시,마포구,대흥동,1144010800,대흥동
1112,1144060000,서울특별시,마포구,대흥동,1144011000,노고산동
1113,1144060000,서울특별시,마포구,대흥동,1144011100,신수동
1114,1144061000,서울특별시,마포구,염리동,1144010200,공덕동
1115,1144061000,서울특별시,마포구,염리동,1144010900,염리동
1116,1144062000,서울특별시,마포구,노고산동,1144010800,대흥동
1117,1144062000,서울특별시,마포구,노고산동,1144011000,노고산동
1118,1144062000,서울특별시,마포구,노고산동,1144011100,신수동
1119,1144063000,서울특별시,마포구,신수동,1144010800,대흥동
1120,1144063000,서울특별시,마포구,신수동,1144011100,신수동
1121,1144063000,서울특별시,마포구,신수동,1144011200,현석동
1122,1144063000,서울특별시,마포구,신수동,1144011300,구수동
1123,1144063000,서울특별시,마포구,신수동,1144011700,신정동
1124,1144064000,서울특별시,마포구,창전동,1144011400,창전동
1125,1144065000,서울특별시,마포구,상수동,1144011500,상수동
1126,1144065000,서울특별시,마포구,상수동,1144011600,하중동
1127,1144065000,서울특별시,마포구,상수동,1144011700,신정동
1128,1144065000,서울특별시,마포구,상수동,1144011800,당인동
1129,1144065000,서울특별시,마포구,상수동,1144011900,하수동
1130,1144065500,서울특별시,마포구,서강동,1144011400,창전동
1131,1144065500,서울특별시,마포구,서강동,1144011500,상수동
1132,1144065500,서울특별시,마포구,서강동,1144011600,하중동
1133,1144065500,서울특별시,마포구,서강동,1144011700,신정동
1134,1144065500,서울특별시,마포구,서강동,1144011800,당인동
1135,1144066000,서울특별시,마포구,서교동,1144011000,노고산동
1136,1144066000,서울특별시,마포구,서교동,1144012000,서교동
1137,1144066000,서울특별시,마포구,서교동,1144012100,동교동
1138,1144066000,서울특별시,마포구,서교동,1144012300,망원동
1139,1144067000,서울특별시,마포구,동교동,1144011000,노고산동
1140,1144067000,서울특별시,마포구,동교동,1144012000,서교동
1141,1144067000,서울특별시,마포구,동교동,1144012100,동교동
1142,1144068000,서울특별시,마포구,합정동,1144012200,합정동
1143,1144068000,서울특별시,마포구,합정동,1144012300,망원동
1144,1144069000,서울특별시,마포구,망원제1동,1144012300,망원동
1145,1144070000,서울특별시,마포구,망원제2동,1144012300,망원동
1146,1144071000,서울특별시,마포구,연남동,1144012400,연남동
1147,1144072000,서울특별시,마포구,성산제1동,1144012500,성산동
1148,1144073000,서울특별시,마포구,성산제2동,1144012500,성산동
1149,1144073000,서울특별시,마포구,성산제2동,1144012600,중동
1150,1144074000,서울특별시,마포구,상암동,1144012700,상암동
1151,1147000000,서울특별시,양천구,-,1147000000,양천구
1152,1147000000,서울특별시,양천구,-,1147090100,목1동
1153,1147000000,서울특별시,양천구,-,1147090200,목2동
1154,1147000000,서울특별시,양천구,-,1147090300,목3동
1155,1147000000,서울특별시,양천구,-,1147090400,목4동
1156,1147000000,서울특별시,양천구,-,1147090500,목5동
1157,1147000000,서울특별시,양천구,-,1147090600,신월1동
1158,1147000000,서울특별시,양천구,-,1147090700,신월2동
1159,1147000000,서울특별시,양천구,-,1147090800,신월3동
1160,1147000000,서울특별시,양천구,-,1147090900,신월4동
1161,1147000000,서울특별시,양천구,-,1147091000,신월5동
1162,1147000000,서울특별시,양천구,-,1147091100,신월6동
1163,1147000000,서울특별시,양천구,-,1147091200,신정1동
1164,1147000000,서울특별시,양천구,-,1147091300,신정2동
1165,1147000000,서울특별시,양천구,-,1147091400,신정3동
1166,1147000000,서울특별시,양천구,-,1147091500,신정4동
1167,1147000000,서울특별시,양천구,-,1147091600,신정5동
1168,1147000000,서울특별시,양천구,-,1147091700,신정6동
1169,1147051000,서울특별시,양천구,목1동,1147010200,목동
1170,1147052000,서울특별시,양천구,목2동,1147010200,목동
1171,1147053000,서울특별시,양천구,목3동,1147010200,목동
1172,1147054000,서울특별시,양천구,목4동,1147010200,목동
1173,1147055000,서울특별시,양천구,목5동,1147010200,목동
1174,1147055100,서울특별시,양천구,목제6동,1147010200,목동
1175,1147056000,서울특별시,양천구,신월1동,1147010300,신월동
1176,1147057000,서울특별시,양천구,신월2동,1147010300,신월동
1177,1147058000,서울특별시,양천구,신월3동,1147010300,신월동
1178,1147059000,서울특별시,양천구,신월4동,1147010300,신월동
1179,1147059500,서울특별시,양천구,신월제4동분소,1147000000,양천구
1180,1147060000,서울특별시,양천구,신월5동,1147010300,신월동
1181,1147061000,서울특별시,양천구,신월6동,1147010300,신월동
1182,1147061100,서울특별시,양천구,신월7동,1147010300,신월동
1183,1147062000,서울특별시,양천구,신정1동,1147010100,신정동
1184,1147063000,서울특별시,양천구,신정2동,1147010100,신정동
1185,1147064000,서울특별시,양천구,신정3동,1147010100,신정동
1186,1147065000,서울특별시,양천구,신정4동,1147010100,신정동
1187,1147066000,서울특별시,양천구,신정제5동,1147010100,신정동
1188,1147067000,서울특별시,양천구,신정6동,1147010100,신정동
1189,1147068000,서울특별시,양천구,신정7동,1147010100,신정동
1190,1150000000,서울특별시,강서구,-,1150000000,강서구
1191,1150000000,서울특별시,강서구,-,1150000100,신정동
1192,1150000000,서울특별시,강서구,-,1150000200,신월동
1193,1150000000,서울특별시,강서구,-,1150011400,목동
1194,1150000000,서울특별시,강서구,-,1150090100,등촌1동
1195,1150000000,서울특별시,강서구,-,1150090200,등촌2동
1196,1150000000,서울특별시,강서구,-,1150090300,화곡1동
1197,1150000000,서울특별시,강서구,-,1150090400,화곡2동
1198,1150000000,서울특별시,강서구,-,1150090500,화곡3동
1199,1150000000,서울특별시,강서구,-,1150090600,화곡4동
1200,1150000000,서울특별시,강서구,-,1150090700,화곡5동
1201,1150000000,서울특별시,강서구,-,1150090800,화곡본동
1202,1150000000,서울특별시,강서구,-,1150090900,발산동
1203,1150000000,서울특별시,강서구,-,1150091000,방화1동
1204,1150000000,서울특별시,강서구,-,1150091100,방화2동
1205,1150051000,서울특별시,강서구,염창동,1150010100,염창동
1206,1150051000,서울특별시,강서구,염창동,1150010400,가양동
1207,1150052000,서울특별시,강서구,등촌제1동,1150010200,등촌동
1208,1150052100,서울특별시,강서구,등촌1동민원분소,1150010200,등촌동
1209,1150053000,서울특별시,강서구,등촌제2동,1150010200,등촌동
1210,1150053500,서울특별시,강서구,등촌제3동,1150010200,등촌동
1211,1150054000,서울특별시,강서구,화곡제1동,1150010300,화곡동
1212,1150055000,서울특별시,강서구,화곡제2동,1150010300,화곡동
1213,1150056000,서울특별시,강서구,화곡제3동,1150010300,화곡동
1214,1150057000,서울특별시,강서구,화곡제4동,1150010300,화곡동
1215,1150058000,서울특별시,강서구,화곡제5동,1150010300,화곡동
1216,1150059000,서울특별시,강서구,화곡본동,1150010300,화곡동
1217,1150059100,서울특별시,강서구,화곡제6동,1150010300,화곡동
1218,1150059200,서울특별시,강서구,화곡제7동,1150010300,화곡동
1219,1150059300,서울특별시,강서구,화곡제8동,1150010300,화곡동
1220,1150060000,서울특별시,강서구,가양동,1150010400,가양동
1221,1150060000,서울특별시,강서구,가양동,1150010500,마곡동
1222,1150060100,서울특별시,강서구,가양동제1분소,1150010100,염창동
1223,1150060100,서울특별시,강서구,가양동제1분소,1150010400,가양동
1224,1150060200,서울특별시,강서구,가양동제2분소,1150010400,가양동
1225,1150060300,서울특별시,강서구,가양제1동,1150010400,가양동
1226,1150060300,서울특별시,강서구,가양제1동,1150010500,마곡동
1227,1150060400,서울특별시,강서구,가양제2동,1150010400,가양동
1228,1150060500,서울특별시,강서구,가양제3동,1150010100,염창동
1229,1150060500,서울특별시,강서구,가양제3동,1150010400,가양동
1230,1150061000,서울특별시,강서구,발산동,1150010600,내발산동
1231,1150061000,서울특별시,강서구,발산동,1150010700,외발산동
1232,1150061100,서울특별시,강서구,발산제1동,1150010500,마곡동
1233,1150061100,서울특별시,강서구,발산제1동,1150010600,내발산동
1234,1150061100,서울특별시,강서구,발산제1동,1150010700,외발산동
1235,1150061200,서울특별시,강서구,발산제2동,1150010600,내발산동
1236,1150061500,서울특별시,강서구,우장산동,1150010300,화곡동
1237,1150061500,서울특별시,강서구,우장산동,1150010600,내발산동
1238,1150062000,서울특별시,강서구,공항동,1150010500,마곡동
1239,1150062000,서울특별시,강서구,공항동,1150010800,공항동
1240,1150062000,서울특별시,강서구,공항동,1150010900,방화동
1241,1150062000,서울특별시,강서구,공항동,1150011100,과해동
1242,1150062000,서울특별시,강서구,공항동,1150011200,오곡동
1243,1150062000,서울특별시,강서구,공항동,1150011300,오쇠동
1244,1150063000,서울특별시,강서구,방화제1동,1150010500,마곡동
1245,1150063000,서울특별시,강서구,방화제1동,1150010800,공항동
1246,1150063000,서울특별시,강서구,방화제1동,1150010900,방화동
1247,1150063100,서울특별시,강서구,방화제1동분소,1150010900,방화동
1248,1150064000,서울특별시,강서구,방화제2동,1150010900,방화동
1249,1150064000,서울특별시,강서구,방화제2동,1150011000,개화동
1250,1150064100,서울특별시,강서구,방화제3동,1150010900,방화동
1251,1150065000,서울특별시,강서구,과해동,1150011100,과해동
1252,1150065000,서울특별시,강서구,과해동,1150011200,오곡동
1253,1150065000,서울특별시,강서구,과해동,1150011300,오쇠동
1254,1153000000,서울특별시,구로구,-,1153000000,구로구
1255,1153000000,서울특별시,구로구,-,1153090100,구로1동
1256,1153000000,서울특별시,구로구,-,1153090200,구로2동
1257,1153000000,서울특별시,구로구,-,1153090300,구로3동
1258,1153000000,서울특별시,구로구,-,1153090400,구로4동
1259,1153000000,서울특별시,구로구,-,1153090500,구로5동
1260,1153000000,서울특별시,구로구,-,1153090600,구로6동
1261,1153000000,서울특별시,구로구,-,1153090700,가리봉1동
1262,1153000000,서울특별시,구로구,-,1153090800,가리봉2동
1263,1153000000,서울특별시,구로구,-,1153090900,가리봉3동
1264,1153000000,서울특별시,구로구,-,1153091000,독산1동
1265,1153000000,서울특별시,구로구,-,1153091100,독산2동
1266,1153000000,서울특별시,구로구,-,1153091200,독산3동
1267,1153000000,서울특별시,구로구,-,1153091300,독산4동
1268,1153000000,서울특별시,구로구,-,1153091400,독산본동
1269,1153000000,서울특별시,구로구,-,1153091500,시흥본동
1270,1153000000,서울특별시,구로구,-,1153091600,시흥1동
1271,1153000000,서울특별시,구로구,-,1153091700,시흥2동
1272,1153000000,서울특별시,구로구,-,1153091800,시흥3동
1273,1153000000,서울특별시,구로구,-,1153091900,시흥4동
1274,1153000000,서울특별시,구로구,-,1153092000,시흥5동
1275,1153000000,서울특별시,구로구,-,1153092100,고척1동
1276,1153000000,서울특별시,구로구,-,1153092200,고척2동
1277,1153000000,서울특별시,구로구,-,1153092300,개봉1동
1278,1153000000,서울특별시,구로구,-,1153092400,개봉2동
1279,1153000000,서울특별시,구로구,-,1153092500,개봉3동
1280,1153000000,서울특별시,구로구,-,1153092600,오류1동
1281,1153000000,서울특별시,구로구,-,1153092700,오류2동
1282,1153000000,서울특별시,구로구,-,1153092800,수궁동
1283,1153051000,서울특별시,구로구,신도림동,1153010100,신도림동
1284,1153052000,서울특별시,구로구,구로제1동,1153010200,구로동
1285,1153052500,서울특별시,구로구,구로제1동분소,1153000000,구로구
1286,1153053000,서울특별시,구로구,구로제2동,1153010200,구로동
1287,1153054000,서울특별시,구로구,구로제3동,1153010200,구로동
1288,1153054500,서울특별시,구로구,구로제3동분소,1153000000,구로구
1289,1153054500,서울특별시,구로구,구로제3동분소,1153010200,구로동
1290,1153055000,서울특별시,구로구,구로제4동,1153010200,구로동
1291,1153056000,서울특별시,구로구,구로제5동,1153010200,구로동
1292,1153056500,서울특별시,구로구,구로본동,1153010200,구로동
1293,1153057000,서울특별시,구로구,구로제6동,1153010200,구로동
1294,1153058000,서울특별시,구로구,가리봉제1동,1153010300,가리봉동
1295,1153059000,서울특별시,구로구,가리봉제2동,1153010300,가리봉동
1296,1153059500,서울특별시,구로구,가리봉동,1153010300,가리봉동
1297,1153060000,서울특별시,구로구,가리봉제3동,1153010300,가리봉동
1298,1153061000,서울특별시,구로구,독산제1동,1153010400,독산동
1299,1153061500,서울특별시,구로구,독산제1동분소,1153010400,독산동
1300,1153062000,서울특별시,구로구,독산제2동,1153010400,독산동
1301,1153063000,서울특별시,구로구,독산제3동,1153010400,독산동
1302,1153064000,서울특별시,구로구,독산제4동,1153010400,독산동
1303,1153065000,서울특별시,구로구,독산본동,1153010400,독산동
1304,1153066000,서울특별시,구로구,시흥본동,1153010500,시흥동
1305,1153067000,서울특별시,구로구,시흥제1동,1153010500,시흥동
1306,1153068000,서울특별시,구로구,시흥제2동,1153010500,시흥동
1307,1153069000,서울특별시,구로구,시흥제3동,1153010500,시흥동
1308,1153070000,서울특별시,구로구,시흥제4동,1153010500,시흥동
1309,1153071000,서울특별시,구로구,시흥제5동,1153010500,시흥동
1310,1153072000,서울특별시,구로구,고척제1동,1153010600,고척동
1311,1153073000,서울특별시,구로구,고척제2동,1153010600,고척동
1312,1153074000,서울특별시,구로구,개봉제1동,1153010700,개봉동
1313,1153075000,서울특별시,구로구,개봉제2동,1153010700,개봉동
1314,1153076000,서울특별시,구로구,개봉제3동,1153010700,개봉동
1315,1153076500,서울특별시,구로구,개봉본동,1153010700,개봉동
1316,1153077000,서울특별시,구로구,오류제1동,1153010800,오류동
1317,1153077000,서울특별시,구로구,오류제1동,1153010900,궁동
1318,1153077000,서울특별시,구로구,오류제1동,1153011000,온수동
1319,1153078000,서울특별시,구로구,오류제2동,1153010800,오류동
1320,1153078000,서울특별시,구로구,오류제2동,1153011100,천왕동
1321,1153078000,서울특별시,구로구,오류제2동,1153011200,항동
1322,1153079000,서울특별시,구로구,수궁동,1153010900,궁동
1323,1153079000,서울특별시,구로구,수궁동,1153011000,온수동
1324,1153080000,서울특별시,구로구,항동,1153011200,항동
