기간,자치구,행정동,계_정원,국공립_정원,사회복지법인_정원,법인·단체 등_정원,민간_정원,가정_정원,부모협동_정원,직장_정원,계_현원,국공립_현원,사회복지법인_현원,법인·단체 등_현원,민간_현원,가정_현원,부모협동_현원,직장_현원
2020,영등포구,영등포본동,480,187,0,0,154,139,0,0,390,145,0,0,119,126,0,0
2020,영등포구,영등포동,492,254,0,0,218,20,0,0,356,178,0,0,160,18,0,0
2020,영등포구,도림동,448,153,79,40,99,77,0,0,386,137,70,38,81,60,0,0
2020,영등포구,문래동,1090,333,0,0,438,190,0,129,879,308,0,0,303,166,0,102
2020,동작구,노량진2동,114,79,0,0,0,0,0,35,83,57,0,0,0,0,0,26
2020,동작구,상도1동,1049,566,63,0,273,109,0,38,871,524,29,0,222,63,0,33
2020,동작구,상도2동,795,364,0,0,266,165,0,0,653,303,0,0,224,126,0,0
2020,동작구,상도3동,707,298,0,0,346,63,0,0,511,237,0,0,230,44,0,0
2020,동작구,상도4동,766,212,0,0,380,125,49,0,622,181,0,0,299,100,42,0
2020,동작구,사당1동,502,213,0,62,207,20,0,0,458,206,0,53,179,20,0,0
2020,동작구,사당3동,482,325,0,0,100,57,0,0,452,307,0,0,94,51,0,0
2020,동작구,사당4동,437,129,0,0,250,58,0,0,351,103,0,0,198,50,0,0
2020,동작구,사당5동,290,211,0,0,27,52,0,0,263,193,0,0,27,43,0,0
2020,동작구,대방동,582,279,0,0,130,124,0,49,461,254,0,0,99,97,0,11
2020,동작구,신대방1동,574,158,0,0,298,118,0,0,414,118,0,0,210,86,0,0
2020,동작구,신대방2동,627,350,0,0,54,70,0,153,510,308,0,0,51,24,0,127
2020,동작구,흑석동,834,451,0,0,221,118,0,44,648,350,0,0,191,71,0,36
2020,동작구,노량진1동,665,321,0,39,151,154,0,0,526,270,0,36,116,104,0,0
2020,동작구,사당2동,542,299,20,0,50,173,0,0,470,267,0,0,50,153,0,0
2020,관악구,보라매동,739,231,0,0,458,20,0,30,588,178,0,0,381,15,0,14
2020,관악구,청림동,417,257,0,0,0,160,0,0,369,234,0,0,0,135,0,0
2020,관악구,행운동,570,198,0,94,208,70,0,0,409,192,0,71,85,61,0,0
2020,관악구,낙성대동,905,174,0,96,155,0,0,480,671,136,0,84,105,0,0,346
2020,관악구,중앙동,144,144,0,0,0,0,0,0,138,138,0,0,0,0,0,0
2020,관악구,인헌동,379,187,0,0,138,54,0,0,309,142,0,0,120,47,0,0
2020,관악구,남현동,355,59,0,88,105,39,0,64,256,55,0,53,52,38,0,58
2020,관악구,서원동,481,357,0,0,108,0,16,0,347,259,0,0,80,0,8,0
2020,관악구,신원동,367,139,0,0,228,0,0,0,282,113,0,0,169,0,0,0
2020,관악구,서림동,294,131,30,0,37,96,0,0,201,98,9,0,35,59,0,0
2020,관악구,신사동,512,172,0,0,307,33,0,0,359,155,0,0,181,23,0,0
2020,관악구,신림동,171,137,0,0,34,0,0,0,138,120,0,0,18,0,0,0
2020,관악구,난향동,490,178,0,0,179,133,0,0,415,158,0,0,155,102,0,0
2020,관악구,조원동,377,245,0,0,94,38,0,0,346,234,0,0,78,34,0,0
2020,관악구,대학동,223,67,0,60,39,57,0,0,148,41,0,39,20,48,0,0
2020,관악구,은천동,843,463,0,0,188,192,0,0,696,438,0,0,99,159,0,0
2020,관악구,성현동,670,214,0,0,241,215,0,0,508,185,0,0,173,150,0,0
2020,관악구,청룡동,571,376,0,0,126,20,0,49,459,305,0,0,90,16,0,48
2020,관악구,난곡동,590,283,52,37,183,35,0,0,487,267,0,34,161,25,0,0
2020,관악구,삼성동,433,348,0,0,46,39,0,0,326,274,0,0,42,10,0,0
2020,관악구,미성동,631,402,0,0,191,38,0,0,526,332,0,0,158,36,0,0
2020,서초구,서초1동,721,345,0,0,39,79,0,258,558,301,0,0,18,75,0,164
2020,서초구,서초2동,735,250,0,0,85,17,0,383,477,183,0,0,52,17,0,225
2020,서초구,서초3동,671,154,0,0,108,16,49,344,490,135,0,0,105,16,31,203
2020,서초구,서초4동,380,232,0,0,81,20,0,47,302,207,0,0,65,19,0,11
2020,서초구,잠원동,476,282,0,0,76,100,0,18,375,212,0,0,58,94,0,11
2020,서초구,반포본동,40,40,0,0,0,0,0,0,40,40,0,0,0,0,0,0
2020,서초구,반포1동,691,336,0,0,335,20,0,0,519,259,0,0,259,1,0,0
2020,서초구,반포2동,475,298,0,0,157,20,0,0,399,238,0,0,143,18,0,0
2020,서초구,반포3동,537,328,0,0,69,140,0,0,462,283,0,0,51,128,0,0
2020,서초구,반포4동,793,524,0,0,111,36,0,122,691,500,0,0,94,14,0,83
2020,서초구,방배본동,181,115,0,0,24,0,0,42,147,112,0,0,23,0,0,12
2020,서초구,방배1동,203,85,0,0,38,80,0,0,188,81,0,0,36,71,0,0
2020,서초구,방배2동,739,298,0,237,25,59,0,120,572,269,0,180,17,55,0,51
2020,서초구,방배3동,466,321,0,0,106,39,0,0,377,269,0,0,71,37,0,0
2020,서초구,방배4동,446,140,0,0,234,72,0,0,401,138,0,0,197,66,0,0
2020,서초구,양재1동,1169,366,0,0,286,135,33,349,948,296,0,0,197,131,25,299
2020,서초구,양재2동,595,423,0,0,61,31,0,80,503,350,0,0,54,30,0,69
2020,서초구,내곡동,1097,637,0,0,27,20,0,413,861,529,0,0,15,20,0,297
2020,강남구,신사동,296,222,0,0,54,20,0,0,246,205,0,0,39,2,0,0
2020,강남구,논현1동,291,183,0,0,88,20,0,0,228,145,0,0,66,17,0,0
2020,강남구,논현2동,223,114,0,0,48,0,0,61,175,101,0,0,40,0,0,34
2020,강남구,삼성1동,546,249,0,0,68,20,0,209,364,198,0,0,53,19,0,94
2020,강남구,삼성2동,765,174,0,0,357,57,0,177,574,149,0,0,245,52,0,128
2020,강남구,대치1동,362,167,0,0,195,0,0,0,264,124,0,0,140,0,0,0
2020,강남구,대치4동,727,210,0,0,199,34,0,284,529,184,0,0,154,26,0,165
2020,강남구,역삼1동,695,69,0,0,148,20,0,458,408,56,0,0,133,16,0,203
2020,강남구,역삼2동,526,209,0,0,280,20,0,17,392,183,0,0,181,15,0,13
2020,강남구,도곡1동,276,159,0,0,57,60,0,0,215,107,0,0,48,60,0,0
2020,강남구,도곡2동,308,254,0,0,34,20,0,0,264,214,0,0,32,18,0,0
2020,강남구,개포4동,802,321,0,0,309,72,0,100,566,235,0,0,234,54,0,43
2020,강남구,일원본동,701,163,0,0,214,74,0,250,572,135,0,0,167,62,0,208
2020,강남구,일원1동,387,116,0,0,223,48,0,0,294,100,0,0,162,32,0,0
2020,강남구,일원2동,476,234,0,0,64,78,0,100,354,216,0,0,39,41,0,58
2020,강남구,수서동,554,243,0,0,197,40,0,74,363,184,0,0,108,24,0,47
2020,강남구,세곡동,1391,823,0,0,242,257,69,0,1141,724,0,0,150,211,56,0
2020,강남구,압구정동,315,211,0,0,0,20,0,84,240,161,0,0,0,18,0,61
2020,강남구,청담동,473,226,0,0,152,20,0,75,405,194,0,0,140,19,0,52
2020,강남구,대치2동,502,303,0,0,0,60,0,139,394,256,0,0,0,52,0,86
2020,강남구,개포2동,261,200,0,0,0,61,0,0,214,157,0,0,0,57,0,0
2020,송파구,풍납1동,249,108,0,0,103,38,0,0,219,106,0,0,76,37,0,0
2020,송파구,풍납2동,1105,351,0,0,300,106,0,348,912,302,0,0,176,98,0,336
2020,송파구,거여1동,570,190,79,0,301,0,0,0,502,173,70,0,259,0,0,0
2020,송파구,거여2동,682,294,0,0,295,93,0,0,577,246,0,0,251,80,0,0
2020,송파구,마천1동,490,263,0,0,167,60,0,0,397,203,0,0,137,57,0,0
2020,송파구,마천2동,564,158,0,61,308,37,0,0,415,118,0,53,213,31,0,0
2020,송파구,방이1동,221,0,0,0,201,20,0,0,187,0,0,0,174,13,0,0
2020,송파구,방이2동,618,150,0,0,304,115,0,49,542,136,0,0,268,103,0,35
2020,송파구,오륜동,93,0,0,0,0,0,0,93,51,0,0,0,0,0,0,51
2020,송파구,오금동,941,457,0,0,314,170,0,0,860,418,0,0,298,144,0,0
2020,송파구,송파1동,589,274,0,0,181,97,0,37,500,262,0,0,141,71,0,26
2020,송파구,송파2동,267,20,0,0,187,60,0,0,257,19,0,0,180,58,0,0
2020,송파구,석촌동,898,220,0,0,641,37,0,0,672,130,0,0,506,36,0,0
2020,송파구,삼전동,994,143,0,24,807,20,0,0,843,129,0,20,676,18,0,0
2020,송파구,가락본동,548,287,0,0,142,119,0,0,474,258,0,0,113,103,0,0
2020,송파구,가락1동,833,675,0,0,0,100,0,58,770,638,0,0,0,99,0,33
2020,송파구,가락2동,1138,151,0,0,836,74,0,77,939,140,0,0,680,67,0,52
2020,송파구,문정1동,424,131,0,0,245,48,0,0,368,122,0,0,211,35,0,0
2020,송파구,문정2동,585,125,0,0,83,76,0,301,489,116,0,0,80,73,0,220
2020,송파구,잠실본동,541,108,0,31,387,15,0,0,519,99,0,31,374,15,0,0
2020,송파구,잠실4동,580,179,0,0,64,337,0,0,544,172,0,0,60,312,0,0
2020,송파구,잠실6동,586,46,0,0,0,206,0,334,532,45,0,0,0,178,0,309
2020,송파구,잠실2동,422,222,0,0,0,200,0,0,409,214,0,0,0,195,0,0
2020,송파구,잠실3동,465,29,0,0,108,288,0,40,423,28,0,0,105,255,0,35
2020,송파구,장지동,817,432,0,0,182,155,48,0,685,405,0,0,118,126,36,0
2020,송파구,위례동,1471,1150,0,0,40,232,0,49,1260,996,0,0,39,223,0,2
2020,강동구,강일동,1571,714,0,0,272,390,0,195,1180,470,0,0,172,366,0,172
2020,강동구,상일동,760,567,0,0,133,60,0,0,730,546,0,0,125,59,0,0
2020,강동구,명일1동,668,252,0,0,266,150,0,0,638,246,0,0,264,128,0,0
2020,강동구,명일2동,287,65,0,0,104,79,0,39,245,56,0,0,88,77,0,24
2020,강동구,고덕1동,610,310,0,0,202,98,0,0,537,292,0,0,151,94,0,0
2020,강동구,고덕2동,573,357,0,0,141,75,0,0,519,326,0,0,121,72,0,0
2020,강동구,암사2동,526,156,0,0,210,160,0,0,468,134,0,0,182,152,0,0
2020,강동구,암사3동,484,293,0,0,91,80,20,0,457,279,0,0,81,79,18,0
2020,강동구,천호1동,848,336,0,0,397,115,0,0,748,286,0,0,371,91,0,0
2020,강동구,천호3동,698,144,0,0,475,79,0,0,485,129,0,0,299,57,0,0
2020,강동구,성내1동,793,293,0,0,335,79,0,86,636,264,0,0,241,65,0,66
2020,강동구,성내2동,661,140,0,0,465,56,0,0,506,127,0,0,347,32,0,0
2020,강동구,성내3동,760,243,0,0,460,57,0,0,616,216,0,0,361,39,0,0
2020,강동구,둔촌2동,680,217,87,0,225,151,0,0,524,186,82,0,164,92,0,0
2020,강동구,암사1동,1070,210,0,89,713,58,0,0,917,197,0,68,617,35,0,0
2020,강동구,천호2동,784,393,0,0,331,0,0,60,671,348,0,0,288,0,0,35
2020,강동구,길동,1252,268,0,76,778,130,0,0,983,223,0,75,579,106,0,0
