행정동코드,시도명,시군구명,자치구,행정동,법정동코드,동리명
1154551000,서울특별시,금천구,금천구,가산동,1154510100,가산동
1156051500,서울특별시,영등포구,영등포구,영등포본동,1156010100,영등포동
1156051500,서울특별시,영등포구,영등포구,영등포본동,1156013200,신길동
1156053500,서울특별시,영등포구,영등포구,영등포동,1156010100,영등포동
1156053500,서울특별시,영등포구,영등포구,영등포동,1156010200,영등포동1가
1156053500,서울특별시,영등포구,영등포구,영등포동,1156010300,영등포동2가
1156053500,서울특별시,영등포구,영등포구,영등포동,1156010400,영등포동3가
1156053500,서울특별시,영등포구,영등포구,영등포동,1156010500,영등포동4가
1156053500,서울특별시,영등포구,영등포구,영등포동,1156010600,영등포동5가
1156053500,서울특별시,영등포구,영등포구,영등포동,1156010700,영등포동6가
1156053500,서울특별시,영등포구,영등포구,영등포동,1156010800,영등포동7가
1156053500,서울특별시,영등포구,영등포구,영등포동,1156010900,영등포동8가
1156054000,서울특별시,영등포구,영등포구,여의동,1156011000,여의도동
1156058500,서울특별시,영등포구,영등포구,도림동,1156011800,도림동
1156060500,서울특별시,영등포구,영등포구,문래동,1156011900,문래동1가
1156060500,서울특별시,영등포구,영등포구,문래동,1156012000,문래동2가
1156060500,서울특별시,영등포구,영등포구,문래동,1156012100,문래동3가
1156060500,서울특별시,영등포구,영등포구,문래동,1156012200,문래동4가
1156060500,서울특별시,영등포구,영등포구,문래동,1156012300,문래동5가
1156060500,서울특별시,영등포구,영등포구,문래동,1156012400,문래동6가
1159060500,서울특별시,동작구,동작구,흑석동,1159010500,흑석동
1159066000,서울특별시,동작구,동작구,대방동,1159010800,대방동
1162052500,서울특별시,관악구,관악구,보라매동,1162010100,봉천동
1162054500,서울특별시,관악구,관악구,청림동,1162010100,봉천동
1162056500,서울특별시,관악구,관악구,성현동,1162010100,봉천동
1162057500,서울특별시,관악구,관악구,행운동,1162010100,봉천동
1162058500,서울특별시,관악구,관악구,낙성대동,1162010100,봉천동
1162059500,서울특별시,관악구,관악구,청룡동,1162010100,봉천동
1162060500,서울특별시,관악구,관악구,은천동,1162010100,봉천동
1162061500,서울특별시,관악구,관악구,중앙동,1162010100,봉천동
1162062500,서울특별시,관악구,관악구,인헌동,1162010100,봉천동
1162063000,서울특별시,관악구,관악구,남현동,1162010300,남현동
1162064500,서울특별시,관악구,관악구,서원동,1162010200,신림동
1162065500,서울특별시,관악구,관악구,신원동,1162010200,신림동
1162066500,서울특별시,관악구,관악구,서림동,1162010200,신림동
1162069500,서울특별시,관악구,관악구,신림동,1162010200,신림동
1162071500,서울특별시,관악구,관악구,난향동,1162010200,신림동
1162072500,서울특별시,관악구,관악구,조원동,1162010200,신림동
1162073500,서울특별시,관악구,관악구,대학동,1162010200,신림동
1162074500,서울특별시,관악구,관악구,삼성동,1162010200,신림동
1162076500,서울특별시,관악구,관악구,미성동,1162010200,신림동
1162077500,서울특별시,관악구,관악구,난곡동,1162010200,신림동
1165051000,서울특별시,서초구,서초구,서초1동,1165010800,서초동
1165052000,서울특별시,서초구,서초구,서초2동,1165010800,서초동
1165053000,서울특별시,서초구,서초구,서초3동,1165010100,방배동
1165053000,서울특별시,서초구,서초구,서초3동,1165010800,서초동
1165053100,서울특별시,서초구,서초구,서초4동,1165010800,서초동
1165054000,서울특별시,서초구,서초구,잠원동,1165010600,잠원동
1165054000,서울특별시,서초구,서초구,잠원동,1165010700,반포동
1165054000,서울특별시,서초구,서초구,잠원동,1165011300,신사동
1165055000,서울특별시,서초구,서초구,반포본동,1165010700,반포동
1165056000,서울특별시,서초구,서초구,반포1동,1165010700,반포동
1165056000,서울특별시,서초구,서초구,반포1동,1165010800,서초동
1165057000,서울특별시,서초구,서초구,반포2동,1165010700,반포동
1165058000,서울특별시,서초구,서초구,반포3동,1165010600,잠원동
1165058000,서울특별시,서초구,서초구,반포3동,1165010700,반포동
1165058100,서울특별시,서초구,서초구,반포4동,1165010700,반포동
1165058100,서울특별시,서초구,서초구,반포4동,1165010800,서초동
1165059000,서울특별시,서초구,서초구,방배본동,1165010100,방배동
1165060000,서울특별시,서초구,서초구,방배1동,1165010100,방배동
1165061000,서울특별시,서초구,서초구,방배2동,1165010100,방배동
1165062000,서울특별시,서초구,서초구,방배3동,1165010100,방배동
1165062100,서울특별시,서초구,서초구,방배4동,1165010100,방배동
1165065100,서울특별시,서초구,서초구,양재1동,1165010200,양재동
1165065100,서울특별시,서초구,서초구,양재1동,1165010300,우면동
1165065200,서울특별시,서초구,서초구,양재2동,1165010200,양재동
1165065200,서울특별시,서초구,서초구,양재2동,1165010400,원지동
1165066000,서울특별시,서초구,서초구,내곡동,1165010900,내곡동
1165066000,서울특별시,서초구,서초구,내곡동,1165011000,염곡동
1165066000,서울특별시,서초구,서초구,내곡동,1165011100,신원동
1168001100,서울특별시,강남구,강남구,압구정동,1168010700,신사동
1168050100,서울특별시,강남구,강남구,압구정동,1168011000,압구정동
1168054500,서울특별시,강남구,강남구,압구정동,1168010700,신사동
1168054500,서울특별시,강남구,강남구,압구정동,1168011000,압구정동
1168050200,서울특별시,강남구,강남구,청담동,1168010400,청담동
1168050200,서울특별시,강남구,강남구,청담동,1168011000,압구정동
1168056500,서울특별시,강남구,강남구,청담동,1168010400,청담동
1168052100,서울특별시,강남구,강남구,논현1동,1168010800,논현동
1168053100,서울특별시,강남구,강남구,논현2동,1168010800,논현동
1168058000,서울특별시,강남구,강남구,삼성1동,1168010500,삼성동
1168059000,서울특별시,강남구,강남구,삼성2동,1168010500,삼성동
1168060000,서울특별시,강남구,강남구,대치1동,1168010600,대치동
1168060000,서울특별시,강남구,강남구,대치1동,1168011800,도곡동
1168061000,서울특별시,강남구,강남구,대치2동,1168010600,대치동
1168063000,서울특별시,강남구,강남구,대치4동,1168010600,대치동
1168064000,서울특별시,강남구,강남구,역삼1동,1168010100,역삼동
1168065000,서울특별시,강남구,강남구,역삼2동,1168010100,역삼동
1168065500,서울특별시,강남구,강남구,도곡1동,1168011800,도곡동
1168065600,서울특별시,강남구,강남구,도곡2동,1168011800,도곡동
1168067000,서울특별시,강남구,강남구,개포2동,1168010300,개포동
1168067000,서울특별시,강남구,강남구,개포2동,1168011400,일원동
1168069000,서울특별시,강남구,강남구,개포4동,1168010200,포이동
1168069000,서울특별시,강남구,강남구,개포4동,1168010300,개포동
1168070000,서울특별시,강남구,강남구,세곡동,1168011100,세곡동
1168070000,서울특별시,강남구,강남구,세곡동,1168011200,자곡동
1168070000,서울특별시,강남구,강남구,세곡동,1168011300,율현동
1168072000,서울특별시,강남구,강남구,일원본동,1168011400,일원동
1168072000,서울특별시,강남구,강남구,일원본동,1168011500,수서동
1168073000,서울특별시,강남구,강남구,일원1동,1168011400,일원동
1168073000,서울특별시,강남구,강남구,일원1동,1168011500,수서동
1168074000,서울특별시,강남구,강남구,일원2동,1168010300,개포동
1168074000,서울특별시,강남구,강남구,일원2동,1168010600,대치동
1168074000,서울특별시,강남구,강남구,일원2동,1168011400,일원동
1168075000,서울특별시,강남구,강남구,수서동,1168011500,수서동
1171051000,서울특별시,송파구,송파구,풍납1동,1171010300,풍납동
1171052000,서울특별시,송파구,송파구,풍납2동,1171010300,풍납동
1171053100,서울특별시,송파구,송파구,거여1동,1171011300,거여동
1171053200,서울특별시,송파구,송파구,거여2동,1171011300,거여동
1171054000,서울특별시,송파구,송파구,마천1동,1171011400,마천동
1171055000,서울특별시,송파구,송파구,마천2동,1171011400,마천동
1171056100,서울특별시,송파구,송파구,방이1동,1171011100,방이동
1171056200,서울특별시,송파구,송파구,방이2동,1171011100,방이동
1171056600,서울특별시,송파구,송파구,오륜동,1171011100,방이동
1171057000,서울특별시,송파구,송파구,오금동,1171011200,오금동
1171058000,서울특별시,송파구,송파구,송파1동,1171010400,송파동
1171059000,서울특별시,송파구,송파구,송파2동,1171010400,송파동
1171060000,서울특별시,송파구,송파구,석촌동,1171010500,석촌동
1171060000,서울특별시,송파구,송파구,석촌동,1171010600,삼전동
1171061000,서울특별시,송파구,송파구,삼전동,1171010600,삼전동
1171062000,서울특별시,송파구,송파구,가락본동,1171010700,가락동
1171063100,서울특별시,송파구,송파구,가락1동,1171010700,가락동
1171063200,서울특별시,송파구,송파구,가락2동,1171010700,가락동
1171064100,서울특별시,송파구,송파구,문정1동,1171010800,문정동
1171064100,서울특별시,송파구,송파구,문정1동,1171010900,장지동
1171064200,서울특별시,송파구,송파구,문정2동,1171010800,문정동
1171064200,서울특별시,송파구,송파구,문정2동,1171010900,장지동
1171064600,서울특별시,송파구,송파구,장지동,1171010800,문정동
1171064600,서울특별시,송파구,송파구,장지동,1171010900,장지동
1171064700,서울특별시,송파구,송파구,위례동,1171010800,문정동
1171064700,서울특별시,송파구,송파구,위례동,1171010900,장지동
1171064700,서울특별시,송파구,송파구,위례동,1171011300,거여동
1171065000,서울특별시,송파구,송파구,잠실본동,1171010100,잠실동
1171067000,서울특별시,송파구,송파구,잠실2동,1171010100,잠실동
1171068000,서울특별시,송파구,송파구,잠실3동,1171010100,잠실동
1171069000,서울특별시,송파구,송파구,잠실4동,1171010200,신천동
1171071000,서울특별시,송파구,송파구,잠실6동,1171010200,신천동
1174051500,서울특별시,강동구,강동구,강일동,1174010300,상일동
1174051500,서울특별시,강동구,강동구,강일동,1174010400,하일동
1174051500,서울특별시,강동구,강동구,강일동,1174011000,강일동
1174052000,서울특별시,강동구,강동구,상일동,1174010300,상일동
1174068500,서울특별시,강동구,강동구,길동,1174010500,길동
