,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,기간,자치구,동,보육시설 정원,보육시설 정원,보육시설 정원,보육시설 정원,보육시설 정원,보육시설 정원,보육시설 정원,보육시설 정원,보육시설 현원,보육시설 현원,보육시설 현원,보육시설 현원,보육시설 현원,보육시설 현원,보육시설 현원,보육시설 현원
1,기간,자치구,동,계,국공립,사회복지법인,법인·단체 등,민간,가정,부모협동,직장,계,국공립,사회복지법인,법인·단체 등,민간,가정,부모협동,직장
302,2020,금천구,시흥1동,854,330,,76,198,195,,55,686,289,,50,145,161,,41
303,2020,금천구,시흥2동,502,362,,,,140,,,389,300,,,,89,,
304,2020,금천구,시흥3동,338,189,,89,60,,,,215,149,,32,34,,,
305,2020,금천구,시흥4동,844,196,,156,472,20,,,569,146,,107,296,20,,
306,2020,금천구,시흥5동,"1,133",193,223,,677,40,,,753,144,193,,394,22,,
307,2020,영등포구,소계,"11,944","4,444",123,66,"2,952","1,430",,"2,929","9,841","3,860",94,38,"2,339","1,235",,"2,275"
308,2020,영등포구,여의동,"2,699",165,,,,79,,"2,455","2,155",160,,,,75,,"1,920"
309,2020,영등포구,당산1동,705,328,,,255,77,,45,610,293,,,232,62,,23
310,2020,영등포구,당산2동,879,483,,,222,139,,35,685,374,,,158,124,,29
311,2020,영등포구,양평1동,529,242,,,186,101,,,449,213,,,154,82,,
312,2020,영등포구,양평2동,666,235,44,26,,158,,203,545,212,24,,,144,,165
313,2020,영등포구,신길1동,420,223,,,152,45,,,357,194,,,124,39,,
314,2020,영등포구,신길3동,362,159,,,99,104,,,310,140,,,94,76,,
315,2020,영등포구,신길4동,462,314,,,148,,,,438,303,,,135,,,
316,2020,영등포구,신길5동,240,240,,,,,,,190,190,,,,,,
317,2020,영등포구,신길6동,637,252,,,313,72,,,516,230,,,222,64,,
318,2020,영등포구,신길7동,461,270,,,34,95,,62,411,256,,,33,86,,36
319,2020,영등포구,대림1동,411,129,,,262,20,,,386,126,,,240,20,,
320,2020,영등포구,대림2동,309,138,,,151,20,,,244,114,,,112,18,,
321,2020,영등포구,대림3동,654,339,,,221,94,,,534,287,,,172,75,,
322,2020,영등포구,영등포본동,480,187,,,154,139,,,390,145,,,119,126,,
323,2020,영등포구,영등포동,492,254,,,218,20,,,356,178,,,160,18,,
324,2020,영등포구,도림동,448,153,79,40,99,77,,,386,137,70,38,81,60,,
325,2020,영등포구,문래동,"1,090",333,,,438,190,,129,879,308,,,303,166,,102
326,2020,동작구,소계,"8,966","4,255",83,101,"2,753","1,406",49,319,"7,293","3,678",29,89,"2,190","1,032",42,233
327,2020,동작구,노량진2동,114,79,,,,,,35,83,57,,,,,,26
328,2020,동작구,상도1동,"1,049",566,63,,273,109,,38,871,524,29,,222,63,,33
329,2020,동작구,상도2동,795,364,,,266,165,,,653,303,,,224,126,,
330,2020,동작구,상도3동,707,298,,,346,63,,,511,237,,,230,44,,
331,2020,동작구,상도4동,766,212,,,380,125,49,,622,181,,,299,100,42,
332,2020,동작구,사당1동,502,213,,62,207,20,,,458,206,,53,179,20,,
333,2020,동작구,사당3동,482,325,,,100,57,,,452,307,,,94,51,,
334,2020,동작구,사당4동,437,129,,,250,58,,,351,103,,,198,50,,
335,2020,동작구,사당5동,290,211,,,27,52,,,263,193,,,27,43,,
336,2020,동작구,대방동,582,279,,,130,124,,49,461,254,,,99,97,,11
337,2020,동작구,신대방1동,574,158,,,298,118,,,414,118,,,210,86,,
338,2020,동작구,신대방2동,627,350,,,54,70,,153,510,308,,,51,24,,127
339,2020,동작구,흑석동,834,451,,,221,118,,44,648,350,,,191,71,,36
340,2020,동작구,노량진1동,665,321,,39,151,154,,,526,270,,36,116,104,,
341,2020,동작구,사당2동,542,299,20,,50,173,,,470,267,,,50,153,,
342,2020,관악구,소계,"10,162","4,762",82,375,"3,065","1,239",16,623,"7,978","4,054",9,281,"2,202",958,8,466
343,2020,관악구,보라매동,739,231,,,458,20,,30,588,178,,,381,15,,14
344,2020,관악구,청림동,417,257,,,,160,,,369,234,,,,135,,
345,2020,관악구,행운동,570,198,,94,208,70,,,409,192,,71,85,61,,
346,2020,관악구,낙성대동,905,174,,96,155,,,480,671,136,,84,105,,,346
347,2020,관악구,중앙동,144,144,,,,,,,138,138,,,,,,
348,2020,관악구,인헌동,379,187,,,138,54,,,309,142,,,120,47,,
349,2020,관악구,남현동,355,59,,88,105,39,,64,256,55,,53,52,38,,58
350,2020,관악구,서원동,481,357,,,108,,16,,347,259,,,80,,8,
351,2020,관악구,신원동,367,139,,,228,,,,282,113,,,169,,,
352,2020,관악구,서림동,294,131,30,,37,96,,,201,98,9,,35,59,,
353,2020,관악구,신사동,512,172,,,307,33,,,359,155,,,181,23,,
354,2020,관악구,신림동,171,137,,,34,,,,138,120,,,18,,,
355,2020,관악구,난향동,490,178,,,179,133,,,415,158,,,155,102,,
356,2020,관악구,조원동,377,245,,,94,38,,,346,234,,,78,34,,
357,2020,관악구,대학동,223,67,,60,39,57,,,148,41,,39,20,48,,
358,2020,관악구,은천동,843,463,,,188,192,,,696,438,,,99,159,,
359,2020,관악구,성현동,670,214,,,241,215,,,508,185,,,173,150,,
360,2020,관악구,청룡동,571,376,,,126,20,,49,459,305,,,90,16,,48
361,2020,관악구,난곡동,590,283,52,37,183,35,,,487,267,,34,161,25,,
362,2020,관악구,삼성동,433,348,,,46,39,,,326,274,,,42,10,,
363,2020,관악구,미성동,631,402,,,191,38,,,526,332,,,158,36,,
364,2020,서초구,소계,"10,415","5,174",,237,"1,862",884,82,"2,176","8,310","4,402",,180,"1,455",792,56,"1,425"
365,2020,서초구,서초1동,721,345,,,39,79,,258,558,301,,,18,75,,164
366,2020,서초구,서초2동,735,250,,,85,17,,383,477,183,,,52,17,,225
367,2020,서초구,서초3동,671,154,,,108,16,49,344,490,135,,,105,16,31,203
368,2020,서초구,서초4동,380,232,,,81,20,,47,302,207,,,65,19,,11
369,2020,서초구,잠원동,476,282,,,76,100,,18,375,212,,,58,94,,11
370,2020,서초구,반포본동,40,40,,,,,,,40,40,,,,,,
371,2020,서초구,반포1동,691,336,,,335,20,,,519,259,,,259,1,,
372,2020,서초구,반포2동,475,298,,,157,20,,,399,238,,,143,18,,
373,2020,서초구,반포3동,537,328,,,69,140,,,462,283,,,51,128,,
374,2020,서초구,반포4동,793,524,,,111,36,,122,691,500,,,94,14,,83
375,2020,서초구,방배본동,181,115,,,24,,,42,147,112,,,23,,,12
376,2020,서초구,방배1동,203,85,,,38,80,,,188,81,,,36,71,,
377,2020,서초구,방배2동,739,298,,237,25,59,,120,572,269,,180,17,55,,51
378,2020,서초구,방배3동,466,321,,,106,39,,,377,269,,,71,37,,
379,2020,서초구,방배4동,446,140,,,234,72,,,401,138,,,197,66,,
380,2020,서초구,양재1동,"1,169",366,,,286,135,33,349,948,296,,,197,131,25,299
381,2020,서초구,양재2동,595,423,,,61,31,,80,503,350,,,54,30,,69
382,2020,서초구,내곡동,"1,097",637,,,27,20,,413,861,529,,,15,20,,297
383,2020,강남구,소계,"10,877","4,850",,,"2,929","1,001",69,"2,028","8,202","4,028",,,"2,131",795,56,"1,192"
384,2020,강남구,신사동,296,222,,,54,20,,,246,205,,,39,2,,
385,2020,강남구,논현1동,291,183,,,88,20,,,228,145,,,66,17,,
386,2020,강남구,논현2동,223,114,,,48,,,61,175,101,,,40,,,34
387,2020,강남구,삼성1동,546,249,,,68,20,,209,364,198,,,53,19,,94
388,2020,강남구,삼성2동,765,174,,,357,57,,177,574,149,,,245,52,,128
389,2020,강남구,대치1동,362,167,,,195,,,,264,124,,,140,,,
390,2020,강남구,대치4동,727,210,,,199,34,,284,529,184,,,154,26,,165
391,2020,강남구,역삼1동,695,69,,,148,20,,458,408,56,,,133,16,,203
392,2020,강남구,역삼2동,526,209,,,280,20,,17,392,183,,,181,15,,13
393,2020,강남구,도곡1동,276,159,,,57,60,,,215,107,,,48,60,,
394,2020,강남구,도곡2동,308,254,,,34,20,,,264,214,,,32,18,,
395,2020,강남구,개포4동,802,321,,,309,72,,100,566,235,,,234,54,,43
396,2020,강남구,일원본동,701,163,,,214,74,,250,572,135,,,167,62,,208
397,2020,강남구,일원1동,387,116,,,223,48,,,294,100,,,162,32,,
398,2020,강남구,일원2동,476,234,,,64,78,,100,354,216,,,39,41,,58
399,2020,강남구,수서동,554,243,,,197,40,,74,363,184,,,108,24,,47
400,2020,강남구,세곡동,"1,391",823,,,242,257,69,,"1,141",724,,,150,211,56,
401,2020,강남구,압구정동,315,211,,,,20,,84,240,161,,,,18,,61
402,2020,강남구,청담동,473,226,,,152,20,,75,405,194,,,140,19,,52
403,2020,강남구,대치2동,502,303,,,,60,,139,394,256,,,,52,,86
404,2020,강남구,개포2동,261,200,,,,61,,,214,157,,,,57,,
405,2020,송파구,소계,"16,691","6,163",79,116,"6,196","2,703",48,"1,386","14,346","5,475",70,104,"5,135","2,427",36,"1,099"
406,2020,송파구,풍납1동,249,108,,,103,38,,,219,106,,,76,37,,
407,2020,송파구,풍납2동,"1,105",351,,,300,106,,348,912,302,,,176,98,,336
408,2020,송파구,거여1동,570,190,79,,301,,,,502,173,70,,259,,,
409,2020,송파구,거여2동,682,294,,,295,93,,,577,246,,,251,80,,
410,2020,송파구,마천1동,490,263,,,167,60,,,397,203,,,137,57,,
411,2020,송파구,마천2동,564,158,,61,308,37,,,415,118,,53,213,31,,
412,2020,송파구,방이1동,221,,,,201,20,,,187,,,,174,13,,
413,2020,송파구,방이2동,618,150,,,304,115,,49,542,136,,,268,103,,35
414,2020,송파구,오륜동,93,,,,,,,93,51,,,,,,,51
415,2020,송파구,오금동,941,457,,,314,170,,,860,418,,,298,144,,
416,2020,송파구,송파1동,589,274,,,181,97,,37,500,262,,,141,71,,26
417,2020,송파구,송파2동,267,20,,,187,60,,,257,19,,,180,58,,
418,2020,송파구,석촌동,898,220,,,641,37,,,672,130,,,506,36,,
419,2020,송파구,삼전동,994,143,,24,807,20,,,843,129,,20,676,18,,
420,2020,송파구,가락본동,548,287,,,142,119,,,474,258,,,113,103,,
421,2020,송파구,가락1동,833,675,,,,100,,58,770,638,,,,99,,33
422,2020,송파구,가락2동,"1,138",151,,,836,74,,77,939,140,,,680,67,,52
423,2020,송파구,문정1동,424,131,,,245,48,,,368,122,,,211,35,,
424,2020,송파구,문정2동,585,125,,,83,76,,301,489,116,,,80,73,,220
425,2020,송파구,잠실본동,541,108,,31,387,15,,,519,99,,31,374,15,,
426,2020,송파구,잠실4동,580,179,,,64,337,,,544,172,,,60,312,,
427,2020,송파구,잠실6동,586,46,,,,206,,334,532,45,,,,178,,309
428,2020,송파구,잠실2동,422,222,,,,200,,,409,214,,,,195,,
429,2020,송파구,잠실3동,465,29,,,108,288,,40,423,28,,,105,255,,35
430,2020,송파구,장지동,817,432,,,182,155,48,,685,405,,,118,126,36,
431,2020,송파구,위례동,"1,471","1,150",,,40,232,,49,"1,260",996,,,39,223,,2
432,2020,강동구,소계,"13,025","4,958",87,165,"5,598","1,817",20,380,"10,860","4,325",82,143,"4,451","1,544",18,297
433,2020,강동구,강일동,"1,571",714,,,272,390,,195,"1,180",470,,,172,366,,172
434,2020,강동구,상일동,760,567,,,133,60,,,730,546,,,125,59,,
435,2020,강동구,명일1동,668,252,,,266,150,,,638,246,,,264,128,,
436,2020,강동구,명일2동,287,65,,,104,79,,39,245,56,,,88,77,,24
437,2020,강동구,고덕1동,610,310,,,202,98,,,537,292,,,151,94,,
438,2020,강동구,고덕2동,573,357,,,141,75,,,519,326,,,121,72,,
439,2020,강동구,암사2동,526,156,,,210,160,,,468,134,,,182,152,,
440,2020,강동구,암사3동,484,293,,,91,80,20,,457,279,,,81,79,18,
441,2020,강동구,천호1동,848,336,,,397,115,,,748,286,,,371,91,,
442,2020,강동구,천호3동,698,144,,,475,79,,,485,129,,,299,57,,
443,2020,강동구,성내1동,793,293,,,335,79,,86,636,264,,,241,65,,66
444,2020,강동구,성내2동,661,140,,,465,56,,,506,127,,,347,32,,
445,2020,강동구,성내3동,760,243,,,460,57,,,616,216,,,361,39,,
446,2020,강동구,둔촌2동,680,217,87,,225,151,,,524,186,82,,164,92,,
447,2020,강동구,암사1동,"1,070",210,,89,713,58,,,917,197,,68,617,35,,
448,2020,강동구,천호2동,784,393,,,331,,,60,671,348,,,288,,,35
449,2020,강동구,길동,"1,252",268,,76,778,130,,,983,223,,75,579,106,,
